game_id,Team,Home/Away,Date,Attendance,Site,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Elizabethtown_Scranton_2-17-2024,Elizabethtown,home,2-17-2024,579,"Scranton, Pa. (John Long Center)",200,21-48,3-11,13-17,10-15,25,19,11,19,2,4,58
Elizabethtown_Scranton_2-17-2024,Scranton,away,2-17-2024,579,"Scranton, Pa. (John Long Center)",200,23-47,8-17,13-20,6-17,23,16,16,12,5,10,67
