game_id,Team,Home/Away,Date,Attendance,Site,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Misericordia_Drew_11-13-2021,Misericordia,home,11-13-2021,303,"Baldwin Gym, Madison, NJ",200,24-59,6-17,2-6,6-25,31,15,13,16,2,8,56
Misericordia_Drew_11-13-2021,Drew,away,11-13-2021,303,"Baldwin Gym, Madison, NJ",200,23-60,5-16,12-15,15-31,46,11,14,19,7,11,63
