game_id,Team,Home/Away,Date,Attendance,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Wilkes_King's (PA)_11-21-2023,Wilkes,home,11-21-2023,150,"Scandlon Gym, Wilkes-Barre, PA","Jeffrey O'Brien, Larry Otis, David Troy",200,27-68,5-18,10-29,16-42,58,18,15,13,8,10,69
Wilkes_King's (PA)_11-21-2023,King's (PA),away,11-21-2023,150,"Scandlon Gym, Wilkes-Barre, PA","Jeffrey O'Brien, Larry Otis, David Troy",200,13-67,2-18,15-20,14-35,49,25,9,16,6,5,43
