game_id,Team,Home/Away,Date,Attendance,Site,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Goucher_Elizabethtown_1-21-2023,Goucher,home,1-21-2023,150,"Elizabethtown, Pa. (Thompson Gymnasium)",Landmark Conference game,200,21-62,5-16,8-15,20-18,38,15,8,16,0,6,55
Goucher_Elizabethtown_1-21-2023,Elizabethtown,away,1-21-2023,150,"Elizabethtown, Pa. (Thompson Gymnasium)",Landmark Conference game,200,32-59,12-23,8-12,11-22,33,14,25,11,8,8,84
