game_id,Team,Home/Away,Date,Attendance,Site,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Catholic_Juniata_2-15-2023,Catholic,home,2-15-2023,83,"Sports & Rec Center, Huntingdon, PA",200,28-71,3-19,17-25,17-28,45,16,16,14,1,11,76
Catholic_Juniata_2-15-2023,Juniata,away,2-15-2023,83,"Sports & Rec Center, Huntingdon, PA",200,17-50,2-18,6-14,9-29,38,19,9,30,1,5,42
