game_id,Team,Home/Away,Date,Attendance,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Juniata_Goucher_2-4-2023,Juniata,home,2-4-2023,147,"Decker Sports & Recreation Center, Towson, MD","Mike Kuhn, Lauren Doffin, Ronald Herbison",200,20-64,5-20,14-24,18-31,49,24,6,19,3,10,59
Juniata_Goucher_2-4-2023,Goucher,away,2-4-2023,147,"Decker Sports & Recreation Center, Towson, MD","Mike Kuhn, Lauren Doffin, Ronald Herbison",200,18-71,1-15,16-22,23-31,54,25,6,18,6,6,53
