game_id,Team,Home/Away,Date,Attendance,Site,Referees,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Elizabethtown College_Moravian University_2-5-2022,Elizabethtown College,home,2-5-2022,190,"Bethlehem, Pa. / Johnston Hall","Anthony Stevenson, Darren Foster, Tyler Brown Sr.",Landmark Conference game,200,33-61,7-12,14-19,11-24,35,15,22,13,6,4,87
Elizabethtown College_Moravian University_2-5-2022,Moravian University,away,2-5-2022,190,"Bethlehem, Pa. / Johnston Hall","Anthony Stevenson, Darren Foster, Tyler Brown Sr.",Landmark Conference game,200,30-67,5-19,13-21,16-20,36,18,16,9,2,4,78
