game_id,Team,Home/Away,Date,Attendance,Site,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
New Jersey City_Scranton_3-4-2022,New Jersey City,home,3-4-2022,876,"John Long Center, Scranton, PA",200,21-60,4-21,1-6,10-26,36,14,11,12,2,4,47
New Jersey City_Scranton_3-4-2022,Scranton,away,3-4-2022,876,"John Long Center, Scranton, PA",200,27-62,7-16,8-11,10-31,41,11,17,8,6,4,69
