game_id,Team,Home/Away,Date,Attendance,Site,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Juniata_Saint Vincent_11-8-2022,Juniata,home,11-8-2022,520,"Latrobe, PA",2022-23 Women's Basketball. Round: 0. Juniata vs Saint Vincent. Played at Robe,200,22-68,6-24,8-15,13-23,36,24,6,24,1,13,58
Juniata_Saint Vincent_11-8-2022,Saint Vincent,away,11-8-2022,520,"Latrobe, PA",2022-23 Women's Basketball. Round: 0. Juniata vs Saint Vincent. Played at Robe,200,25-56,5-13,21-26,7-33,40,22,16,22,1,13,76
