game_id,Team,Home/Away,Date,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Scranton_Goucher_1-15-2022,Scranton,home,1-15-2022,"Decker Sports & Recreation Center, Towson, MD","Matthew Dennis, Megan Ahammer-McCartney, Stacey Smalls",200,22-58,9-30,12-17,17-26,43,17,15,11,3,10,65
Scranton_Goucher_1-15-2022,Goucher,away,1-15-2022,"Decker Sports & Recreation Center, Towson, MD","Matthew Dennis, Megan Ahammer-McCartney, Stacey Smalls",200,12-46,3-15,8-12,9-21,30,17,5,17,2,8,35
