game_id,Team,Home/Away,Date,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Juniata_Drew_2-19-2021,Juniata,home,2-19-2021,"Madison, N.J. - Baldwin Gym","Brian Anthony, Mickeni Caldwell, Lauren Dudziak",200,20-52,5-19,12-16,8-24,32,16,14,33,5,7,57
Juniata_Drew_2-19-2021,Drew,away,2-19-2021,"Madison, N.J. - Baldwin Gym","Brian Anthony, Mickeni Caldwell, Lauren Dudziak",200,34-71,6-17,6-11,16-24,40,16,24,22,3,16,80
