game_id,Team,Home/Away,Date,Attendance,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
New Jersey City_Scranton_11-16-2024,New Jersey City,home,11-16-2024,213,"John Long Center, Scranton, PA","Morgan Faust, Ryan Ransom, Christopher Osterhoudt",200,13-58,1-20,13-15,7-19,26,18,6,7,1,7,40
New Jersey City_Scranton_11-16-2024,Scranton,away,11-16-2024,213,"John Long Center, Scranton, PA","Morgan Faust, Ryan Ransom, Christopher Osterhoudt",200,26-55,6-25,18-22,12-39,51,16,20,14,4,3,76
