game_id,Team,Home/Away,Date,Attendance,Site,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Moravian_Catholic_1-27-2024,Moravian,home,1-27-2024,127,"Franny Murray Court, Washington, DC",200,19-63,5-20,9-12,13-24,37,16,9,19,1,6,52
Moravian_Catholic_1-27-2024,Catholic,away,1-27-2024,127,"Franny Murray Court, Washington, DC",200,32-64,7-26,12-15,9-30,39,13,20,10,2,9,83
